metrics	av_accuracy	av_time	accuracy	time
['5' 'mutual_info' 'sheppard_work' 'euclidean']	0.4724756631531547	0.1642056941986084	"[0.5        0.38624339 0.46031746 0.46560847 0.41798942 0.52631579
 0.48148148 0.48148148 0.4787234  0.52659574]"	"[0.16324759 0.1677022  0.16332102 0.16403341 0.16328025 0.16404915
 0.16398406 0.16728377 0.16230702 0.16284847]"
['5' 'mutual_info' 'sheppard_work' 'chebyshev']	0.47514344371567213	1.2598163843154908	"[0.50531915 0.41269841 0.47089947 0.46560847 0.46560847 0.48421053
 0.49206349 0.45502646 0.5212766  0.4787234 ]"	"[1.22024345 1.21975613 1.33445835 1.21847415 1.21653962 1.24874926
 1.26483297 1.32265449 1.2429049  1.30955052]"
['5' 'relief' 'majority_class' 'minkowski']	0.9666523874698567	0.1618436098098755	"[0.9787234  0.96825397 0.93650794 0.96825397 0.95238095 0.96315789
 0.96296296 0.97883598 0.9893617  0.96808511]"	"[0.16665769 0.1608448  0.16099095 0.16099811 0.16166067 0.16140556
 0.16329694 0.16156983 0.15984607 0.16116548]"
['5' 'relief' 'majority_class' 'euclidean']	0.9698157628112837	0.1611191749572754	"[0.97340426 0.96296296 0.94708995 0.96825397 0.96825397 0.96842105
 0.97883598 0.98412698 0.9787234  0.96808511]"	"[0.16027856 0.16046333 0.16041613 0.16091943 0.16137981 0.16595554
 0.16057801 0.16066837 0.1599946  0.16053796]"
['5' 'relief' 'majority_class' 'chebyshev']	0.9687491779093124	1.2636982679367066	"[0.96276596 0.95767196 0.94708995 0.97354497 0.95767196 0.97894737
 0.97883598 0.97883598 0.9787234  0.97340426]"	"[1.22687554 1.30303741 1.23472476 1.25220346 1.3217535  1.25403285
 1.33351588 1.23795843 1.23747158 1.23540926]"
['5' 'relief' 'inverse_distance' 'minkowski']	0.48197666151193586	0.16404397487640382	"[0.46276596 0.42328042 0.48148148 0.4973545  0.51322751 0.47368421
 0.51322751 0.50793651 0.44680851 0.5       ]"	"[0.16185832 0.16362047 0.1636641  0.16330957 0.16252255 0.1648953
 0.16219449 0.16488242 0.1659627  0.16752982]"
['5' 'relief' 'inverse_distance' 'euclidean']	0.47137503925297886	0.1645068645477295	"[0.4787234  0.47089947 0.49206349 0.47089947 0.44973545 0.48947368
 0.44973545 0.5026455  0.42021277 0.4893617 ]"	"[0.16476464 0.16276646 0.16273117 0.16320109 0.16263437 0.16328764
 0.16884899 0.16232872 0.17268658 0.16181898]"
['5' 'relief' 'inverse_distance' 'chebyshev']	0.4756245222986544	1.262667751312256	"[0.46808511 0.47089947 0.55026455 0.44973545 0.46560847 0.45263158
 0.47089947 0.51322751 0.45212766 0.46276596]"	"[1.23999238 1.33093905 1.24240398 1.32916117 1.22593951 1.24454498
 1.32576299 1.23806357 1.22592163 1.22394824]"
['5' 'relief' 'sheppard_work' 'minkowski']	0.47777185279984835	0.1646491527557373	"[0.4893617  0.4021164  0.48148148 0.48677249 0.53968254 0.44736842
 0.5026455  0.48148148 0.46276596 0.48404255]"	"[0.16249752 0.16299629 0.163239   0.16682434 0.16697955 0.16599703
 0.16611958 0.16353393 0.16297746 0.16532683]"
['5' 'relief' 'sheppard_work' 'euclidean']	0.4751011097483662	0.17450950145721436	"[0.4787234  0.47089947 0.52910053 0.45502646 0.46560847 0.46315789
 0.46031746 0.5026455  0.44148936 0.48404255]"	"[0.16248274 0.16332126 0.16907048 0.16412735 0.16425514 0.18648195
 0.24052262 0.16550064 0.16510129 0.16423154]"
['5' 'relief' 'sheppard_work' 'chebyshev']	0.47670520864809784	1.2590720653533936	"[0.4893617  0.4973545  0.50793651 0.47089947 0.48677249 0.44736842
 0.42857143 0.50793651 0.45744681 0.47340426]"	"[1.3326807  1.23732591 1.23125124 1.33858228 1.22849631 1.25048876
 1.24138618 1.25018191 1.23638988 1.24393749]"
['7' 'equal' 'majority_class' 'minkowski']	0.9671534036035716	0.16692912578582764	"[0.96276596 0.96825397 0.95238095 0.97883598 0.96296296 0.97368421
 0.96296296 0.97883598 0.95744681 0.97340426]"	"[0.15981507 0.15845418 0.15703487 0.15913415 0.15602708 0.15707636
 0.15728331 0.15649295 0.25111771 0.15685558]"
['7' 'equal' 'majority_class' 'euclidean']	0.9713974356695522	0.16182312965393067	"[0.96808511 0.96296296 0.96825397 0.97883598 0.96825397 0.96842105
 0.97354497 0.98412698 0.96808511 0.97340426]"	"[0.16131496 0.16140437 0.16089487 0.16195416 0.16078448 0.16223097
 0.16245031 0.16171002 0.16092467 0.16456246]"
['7' 'equal' 'majority_class' 'chebyshev']	0.9687519033991598	1.2628483057022095	"[0.96808511 0.96296296 0.96825397 0.96825397 0.96296296 0.96315789
 0.97354497 0.98412698 0.96808511 0.96808511]"	"[1.33325577 1.239115   1.23602557 1.31796646 1.23318624 1.25391912
 1.24844813 1.23469949 1.2306931  1.30117416]"
['7' 'equal' 'inverse_distance' 'minkowski']	0.47992478240518555	0.15982990264892577	"[0.5        0.44973545 0.4973545  0.47619048 0.47619048 0.43684211
 0.51322751 0.45502646 0.5106383  0.48404255]"	"[0.15864491 0.16241837 0.16124415 0.15959764 0.15875483 0.15901852
 0.15873194 0.16334224 0.15861011 0.15793633]"
['7' 'equal' 'inverse_distance' 'euclidean']	0.46718442086303236	0.1632723331451416	"[0.52659574 0.43386243 0.47619048 0.43915344 0.47619048 0.48421053
 0.44973545 0.44973545 0.46808511 0.46808511]"	"[0.16217113 0.16247344 0.16143441 0.16384912 0.16189432 0.16559553
 0.16307139 0.162709   0.16316462 0.16636038]"
['7' 'equal' 'inverse_distance' 'chebyshev']	0.474575090207789	1.2607697010040284	"[0.47340426 0.45502646 0.48148148 0.45502646 0.47619048 0.51052632
 0.44973545 0.46031746 0.50531915 0.4787234 ]"	"[1.2317481  1.32590461 1.23070502 1.33291626 1.23552728 1.25155544
 1.23270154 1.3253417  1.21770597 1.22359109]"
['7' 'equal' 'sheppard_work' 'minkowski']	0.47566961138069763	0.16179437637329103	"[0.49468085 0.45502646 0.48677249 0.44973545 0.46031746 0.46315789
 0.5026455  0.46031746 0.50531915 0.4787234 ]"	"[0.16439962 0.16295552 0.16040421 0.16019654 0.16054559 0.1622014
 0.16307139 0.1643784  0.16017461 0.15961647]"
['7' 'equal' 'sheppard_work' 'euclidean']	0.46828759250371793	0.1663064956665039	"[0.55319149 0.41269841 0.42328042 0.46560847 0.47619048 0.47368421
 0.42857143 0.46560847 0.50531915 0.4787234 ]"	"[0.16635728 0.16432238 0.16380143 0.17055893 0.16379595 0.16628051
 0.16431975 0.16369629 0.1629498  0.17698264]"
['7' 'equal' 'sheppard_work' 'chebyshev']	0.474575090207789	1.2802114963531495	"[0.47340426 0.45502646 0.48148148 0.45502646 0.47619048 0.51052632
 0.44973545 0.46031746 0.50531915 0.4787234 ]"	"[1.24105048 1.4676826  1.25408602 1.24820375 1.27366352 1.35039377
 1.25174236 1.24363017 1.23712182 1.23454046]"
['7' 'mutual_info' 'majority_class' 'minkowski']	0.9613248546899162	0.17087397575378419	"[0.94680851 0.96825397 0.94708995 0.96296296 0.93121693 0.97368421
 0.97354497 0.97883598 0.98404255 0.94680851]"	"[0.16233206 0.1608572  0.16061401 0.16112971 0.17764497 0.23747373
 0.16216946 0.1631968  0.16217685 0.16114497]"
['7' 'mutual_info' 'majority_class' 'euclidean']	0.9666271174389875	0.16232354640960694	"[0.96808511 0.97354497 0.95238095 0.97883598 0.95238095 0.97368421
 0.95238095 0.98412698 0.98404255 0.94680851]"	"[0.16149259 0.1611445  0.16222882 0.16141629 0.16336322 0.16548753
 0.16472769 0.1616962  0.16065001 0.16102862]"
['7' 'mutual_info' 'majority_class' 'chebyshev']	0.9554906177974487	1.2563847064971925	"[0.95744681 0.96296296 0.95238095 0.95238095 0.94179894 0.96315789
 0.96296296 0.97883598 0.94148936 0.94148936]"	"[1.23477125 1.22202921 1.24467945 1.35220027 1.23657894 1.35822129
 1.23277473 1.23521829 1.22756267 1.21981096]"
['7' 'mutual_info' 'inverse_distance' 'minkowski']	0.4051498723167256	0.17564942836761474	"[0.39361702 0.35978836 0.41269841 0.43386243 0.44973545 0.42631579
 0.38624339 0.42328042 0.36170213 0.40425532]"	"[0.17733359 0.23583126 0.1674943  0.17147565 0.16358662 0.16680574
 0.16466093 0.16710591 0.16886282 0.17333746]"
['7' 'mutual_info' 'inverse_distance' 'euclidean']	0.4158301782825859	0.16790597438812255	"[0.35106383 0.38095238 0.4021164  0.40740741 0.4021164  0.38947368
 0.41798942 0.44973545 0.45212766 0.50531915]"	"[0.16917276 0.17416167 0.1721158  0.16290379 0.16546249 0.17242789
 0.16855049 0.16464353 0.16527367 0.16434765]"
['7' 'mutual_info' 'inverse_distance' 'chebyshev']	0.4353483887022521	1.2708548307418823	"[0.43085106 0.49206349 0.43915344 0.44973545 0.3968254  0.49473684
 0.37566138 0.4021164  0.43085106 0.44148936]"	"[1.22815561 1.23468137 1.32750106 1.26724195 1.33323145 1.26957893
 1.26037025 1.32383227 1.22758055 1.23637486]"
['7' 'mutual_info' 'sheppard_work' 'minkowski']	0.41365482263578573	0.16596601009368897	"[0.37234043 0.37566138 0.44444444 0.38624339 0.44973545 0.41578947
 0.41798942 0.42328042 0.42021277 0.43085106]"	"[0.16815853 0.16560173 0.16530418 0.16503501 0.1653142  0.16814685
 0.1674006  0.16585898 0.16412592 0.1647141 ]"
['7' 'mutual_info' 'sheppard_work' 'euclidean']	0.3961942385514614	0.16551752090454103	"[0.39361702 0.36507937 0.3968254  0.36507937 0.42857143 0.36842105
 0.46031746 0.4021164  0.38829787 0.39361702]"	"[0.16761136 0.16342807 0.17163086 0.16542482 0.16345167 0.16573906
 0.16752791 0.16399813 0.16346812 0.1628952 ]"
['7' 'mutual_info' 'sheppard_work' 'chebyshev']	0.42424269894594635	1.2679215908050536	"[0.44148936 0.47619048 0.40740741 0.38095238 0.39153439 0.45789474
 0.41798942 0.43386243 0.41489362 0.42021277]"	"[1.23494458 1.21509337 1.23578191 1.32046294 1.24667883 1.29348612
 1.31489491 1.24556231 1.34143758 1.23087335]"
['7' 'relief' 'majority_class' 'minkowski']	0.9714142922317615	0.1619035482406616	"[0.9787234  0.95767196 0.95238095 0.98412698 0.96825397 0.96315789
 0.97354497 0.97883598 0.9893617  0.96808511]"	"[0.16274834 0.16044593 0.16050458 0.16104484 0.16055155 0.16268396
 0.16746473 0.16064548 0.16211557 0.1608305 ]"
['7' 'relief' 'majority_class' 'euclidean']	0.9724584510922696	0.16180250644683838	"[0.96808511 0.96296296 0.96825397 0.97883598 0.96825397 0.96842105
 0.97883598 0.98412698 0.97340426 0.97340426]"	"[0.1612556  0.16035581 0.16116691 0.16457558 0.16248369 0.16143394
 0.16052198 0.16287374 0.16196442 0.1613934 ]"
['7' 'relief' 'majority_class' 'chebyshev']	0.9703392049864614	1.266050148010254	"[0.96276596 0.95767196 0.97354497 0.97354497 0.96825397 0.96315789
 0.97354497 0.98941799 0.96808511 0.97340426]"	"[1.24414754 1.24511409 1.25555515 1.26388764 1.33848858 1.2548039
 1.32298708 1.25523305 1.23751187 1.24277258]"
['7' 'relief' 'inverse_distance' 'minkowski']	0.4576070791636301	0.1638235092163086	"[0.46808511 0.48677249 0.48677249 0.44973545 0.42857143 0.47368421
 0.45502646 0.44444444 0.39893617 0.48404255]"	"[0.16231751 0.16600537 0.16246748 0.16406798 0.16508651 0.16325092
 0.16596437 0.16304231 0.16334486 0.16268778]"
['7' 'relief' 'inverse_distance' 'euclidean']	0.4603171048187845	0.17107055187225342	"[0.4787234  0.43386243 0.45502646 0.48148148 0.45502646 0.43684211
 0.45502646 0.44973545 0.46276596 0.49468085]"	"[0.24480438 0.1628201  0.16216969 0.16261578 0.16571665 0.16337323
 0.16327834 0.16261387 0.1614573  0.16185617]"
['7' 'relief' 'inverse_distance' 'chebyshev']	0.4756414973604223	1.264213252067566	"[0.4787234  0.47619048 0.47619048 0.46560847 0.48677249 0.46842105
 0.47619048 0.47619048 0.51595745 0.43617021]"	"[1.23300314 1.23341775 1.23693633 1.24146795 1.26303411 1.39067197
 1.25216818 1.32490778 1.23451757 1.23200774]"
['7' 'relief' 'sheppard_work' 'minkowski']	0.44969015327917894	0.16581249237060547	"[0.4787234  0.45502646 0.44973545 0.45502646 0.3968254  0.45263158
 0.45502646 0.46560847 0.42553191 0.46276596]"	"[0.16483712 0.1649437  0.16442943 0.16390133 0.16415429 0.16518807
 0.17858076 0.1647644  0.16330075 0.16402507]"
['7' 'relief' 'sheppard_work' 'euclidean']	0.4629487726408219	0.16485464572906494	"[0.48404255 0.40740741 0.43915344 0.45502646 0.48677249 0.47894737
 0.43915344 0.47089947 0.50531915 0.46276596]"	"[0.16371751 0.16395187 0.16393328 0.16383314 0.16536522 0.16660237
 0.16447973 0.16851783 0.16369367 0.16445184]"
['7' 'relief' 'sheppard_work' 'chebyshev']	0.48199642131333054	1.2542875766754151	"[0.4893617  0.47619048 0.47619048 0.47619048 0.47619048 0.48421053
 0.49206349 0.48148148 0.52659574 0.44148936]"	"[1.22974491 1.22732711 1.23334527 1.30784774 1.2184062  1.24414587
 1.25179219 1.26529574 1.31992269 1.24504805]"
